mitre_id,name,description,aliases,techniques
S0369,CoinTicker,[CoinTicker](https://attack.mitre.org/software/S0369) is a malicious application that poses as a cryptocurrency price ticker and installs components of the open source backdoors EvilOSX and EggShell.(Citation: CoinTicker 2019),CoinTicker,T1027|T1059.003|T1059.004|T1059.006|T1105|T1140|T1543.001|T1553.001|T1564.001
S0255,DDKONG,[DDKONG](https://attack.mitre.org/software/S0255) is a malware sample that was part of a campaign by [Rancor](https://attack.mitre.org/groups/G0075). [DDKONG](https://attack.mitre.org/software/S0255) was first seen used in February 2017. (Citation: Rancor Unit42 June 2018),DDKONG,T1083|T1105|T1140|T1218.011
S0587,Penquin,[Penquin](https://attack.mitre.org/software/S0587) is a remote access trojan (RAT) with multiple versions used by [Turla](https://attack.mitre.org/groups/G0010) to target Linux systems since at least 2014.(Citation: Kaspersky Turla Penquin December 2014)(Citation: Leonardo Turla Penquin May 2020),Penquin|Penquin 2.0|Penquin_x64,T1016|T1027.005|T1027.013|T1036.005|T1040|T1041|T1053.003|T1059.004|T1070.004|T1082|T1083|T1095|T1105|T1205|T1205.002|T1222.002|T1573.002|T1680
S9024,SPAWNCHIMERA,"[SPAWNCHIMERA](https://attack.mitre.org/software/S9024) is a backdoor that supports command and control and can inject malicious components into native processes.(Citation: CISA SPAWNCHIMERA RESURGE February 2026)(Citation: Google UNC5221 BRICKSTORM SPAWNCHIMERA April 2024)(Citation: JPCERT SPAWNCHIMERA Ivanti February 2025)  [SPAWNCHIMERA](https://attack.mitre.org/software/S9024) It incorporates capabilities from multiple tools within the SPAWN malware family, including SPAWNANT, SPAWNMOLE, and",SPAWNCHIMERA,T1005|T1027.013|T1037|T1040|T1055.002|T1057|T1059.006|T1070.004|T1070.006|T1082|T1140|T1480.002|T1505.003|T1518.001|T1553.002|T1559|T1571|T1572|T1574|T1574.006|T1678|T1685|T1690
S0414,BabyShark,[BabyShark](https://attack.mitre.org/software/S0414) is a Microsoft Visual Basic (VB) script-based malware family that is believed to be associated with several North Korean campaigns. (Citation: Unit42 BabyShark Feb 2019),BabyShark|LATEOP,T1012|T1016|T1033|T1053.005|T1056.001|T1057|T1059.003|T1059.005|T1070.004|T1082|T1083|T1105|T1132.001|T1140|T1218.005|T1547.001
S0351,Cannon,[Cannon](https://attack.mitre.org/software/S0351) is a Trojan with variants written in C# and Delphi. It was first observed in April 2018. (Citation: Unit42 Cannon Nov 2018)(Citation: Unit42 Sofacy Dec 2018),Cannon,T1033|T1041|T1057|T1071.003|T1082|T1083|T1105|T1113|T1124|T1547.004|T1680
S1024,CreepySnail,[CreepySnail](https://attack.mitre.org/software/S1024) is a custom PowerShell implant that has been used by [POLONIUM](https://attack.mitre.org/groups/G1005) since at least 2022.(Citation: Microsoft POLONIUM June 2022),CreepySnail,T1016|T1033|T1041|T1059.001|T1071.001|T1078.002|T1132.001
S0471,build_downer,[build_downer](https://attack.mitre.org/software/S0471) is a downloader that has been used by [BRONZE BUTLER](https://attack.mitre.org/groups/G0060) since at least 2019.(Citation: Trend Micro Tick November 2019),build_downer,T1027.003|T1036.004|T1105|T1106|T1124|T1518.001|T1547.001|T1680
S0530,Melcoz,"[Melcoz](https://attack.mitre.org/software/S0530) is a banking trojan family built from the open source tool Remote Access PC. [Melcoz](https://attack.mitre.org/software/S0530) was first observed in attacks in Brazil and since 2018 has spread to Chile, Mexico, Spain, and Portugal.(Citation: Securelist Brazilian Banking Malware July 2020)",Melcoz,T1027.002|T1059.005|T1059.010|T1105|T1115|T1185|T1204.001|T1218.007|T1555.003|T1565.002|T1566.002|T1574.001
S0141,Winnti for Windows,"[Winnti for Windows](https://attack.mitre.org/software/S0141) is a modular remote access Trojan (RAT) that has been used likely by multiple groups to carry out intrusions in various regions since at least 2010, including by one group referred to as the same name, [Winnti Group](https://attack.mitre.org/groups/G0044).(Citation: Kaspersky Winnti April 2013)(Citation: Microsoft Winnti Jan 2017)(Citation: Novetta Winnti April 2015)(Citation: 401 TRG Winnti Umbrella May 2018). The Linux variant is tr",Winnti for Windows,T1027.013|T1027.015|T1036.005|T1057|T1070.004|T1070.006|T1071.001|T1082|T1083|T1090.001|T1090.002|T1095|T1105|T1106|T1140|T1218.011|T1480.001|T1543.003|T1547.001|T1548.002|T1569.002|T1573.001
S0685,PowerPunch,[PowerPunch](https://attack.mitre.org/software/S0685) is a lightweight downloader that has been used by [Gamaredon Group](https://attack.mitre.org/groups/G0047) since at least 2021.(Citation: Microsoft Actinium February 2022),PowerPunch,T1027.010|T1059.001|T1105|T1480.001
S0360,BONDUPDATER,"[BONDUPDATER](https://attack.mitre.org/software/S0360) is a PowerShell backdoor used by [OilRig](https://attack.mitre.org/groups/G0049). It was first observed in November 2017 during targeting of a Middle Eastern government organization, and an updated version was observed in August 2018 being used to target a government organization with spearphishing emails.(Citation: FireEye APT34 Dec 2017)(Citation: Palo Alto OilRig Sep 2018)",BONDUPDATER,T1053.005|T1059.001|T1059.003|T1071.004|T1105|T1564.003|T1568.002
S1196,Troll Stealer,"[Troll Stealer](https://attack.mitre.org/software/S1196) is an information stealer written in Go associated with [Kimsuky](https://attack.mitre.org/groups/G0094) operations. [Troll Stealer](https://attack.mitre.org/software/S1196) has typically been delivered through a dropper disguised as a legitimate security program installation file. [Troll Stealer](https://attack.mitre.org/software/S1196) features code similar to [AppleSeed](https://attack.mitre.org/software/S0622), also uniquely associated",Troll Stealer,T1005|T1016|T1027.002|T1036.005|T1041|T1059.001|T1059.003|T1070.004|T1071.001|T1074.001|T1082|T1083|T1113|T1132.001|T1213|T1217|T1218.011|T1480.002|T1552.004|T1553.002|T1560|T1573.001
S0069,BLACKCOFFEE,[BLACKCOFFEE](https://attack.mitre.org/software/S0069) is malware that has been used by several Chinese groups since at least 2013. (Citation: FireEye APT17) (Citation: FireEye Periscope March 2018),BLACKCOFFEE,T1057|T1059.003|T1070.004|T1083|T1102.001|T1102.002|T1104
S1136,BFG Agonizer,[BFG Agonizer](https://attack.mitre.org/software/S1136) is a wiper related to the open-source project CRYLINE-v.5.0. The malware is associated with wiping operations conducted by the [Agrius](https://attack.mitre.org/groups/G1030) threat actor.(Citation: Unit42 Agrius 2023),BFG Agonizer,T1490|T1529|T1554|T1561.002
S0377,Ebury,"[Ebury](https://attack.mitre.org/software/S0377) is an OpenSSH backdoor and credential stealer targeting Linux servers and container hosts developed by [Windigo](https://attack.mitre.org/groups/G0124). [Ebury](https://attack.mitre.org/software/S0377) is primarily installed through modifying shared libraries (`.so` files) executed by the legitimate OpenSSH program. First seen in 2009, [Ebury](https://attack.mitre.org/software/S0377) has been used to maintain a botnet of servers, deploy additional",Ebury,T1008|T1014|T1020|T1027|T1041|T1059.004|T1059.006|T1071.004|T1129|T1132.001|T1140|T1552.004|T1553.002|T1554|T1556|T1556.003|T1568.002|T1573.001|T1574.006|T1685|T1685.004
S0599,Kinsing,[Kinsing](https://attack.mitre.org/software/S0599) is Golang-based malware that runs a cryptocurrency miner and attempts to spread itself to other hosts in the victim environment. (Citation: Aqua Kinsing April 2020)(Citation: Sysdig Kinsing November 2020)(Citation: Aqua Security Cloud Native Threat Report June 2021),Kinsing,T1018|T1021.004|T1053.003|T1057|T1059.004|T1071.001|T1078|T1083|T1105|T1110|T1133|T1222.002|T1496.001|T1552.003|T1552.004|T1609|T1610
S1123,PITSTOP,[PITSTOP](https://attack.mitre.org/software/S1123) is a backdoor that was deployed on compromised Ivanti Connect Secure VPNs during [Cutting Edge](https://attack.mitre.org/campaigns/C0029) to enable command execution and file read/write.(Citation: Mandiant Cutting Edge Part 3 February 2024),PITSTOP,T1059.004|T1140|T1205.002|T1559|T1573.002
S0688,Meteor,"[Meteor](https://attack.mitre.org/software/S0688) is a wiper that was used against Iranian government organizations, including Iranian Railways, the Ministry of Roads, and Urban Development systems, in July 2021. [Meteor](https://attack.mitre.org/software/S0688) is likely a newer version of similar wipers called Stardust and Comet that were reportedly used by a group called ""Indra"" since at least 2019 against private companies in Syria.(Citation: Check Point Meteor Aug 2021)",Meteor,T1036.004|T1047|T1053.005|T1057|T1059.001|T1059.003|T1070.004|T1082|T1105|T1106|T1484.001|T1485|T1489|T1490|T1491.001|T1518.001|T1531|T1564.003|T1685|T1685.005
S0385,njRAT,[njRAT](https://attack.mitre.org/software/S0385) is a remote access tool (RAT) that was first observed in 2012. It has been used by threat actors in the Middle East.(Citation: Fidelis njRAT June 2013),njRAT|Njw0rm|LV|Bladabindi,T1005|T1010|T1012|T1018|T1021.001|T1027.004|T1027.013|T1033|T1041|T1056.001|T1057|T1059.001|T1059.003|T1070.004|T1070.009|T1071.001|T1082|T1083|T1091|T1105|T1106|T1112|T1113|T1120|T1125|T1132.001|T1547.001|T1555.003|T1568.001|T1571|T1686.003
S1114,ZIPLINE,[ZIPLINE](https://attack.mitre.org/software/S1114) is a passive backdoor that was used during [Cutting Edge](https://attack.mitre.org/campaigns/C0029) on compromised Secure Connect VPNs for reverse shell and proxy functionality.(Citation: Mandiant Cutting Edge January 2024),ZIPLINE,T1057|T1059.004|T1083|T1090|T1095|T1105|T1205|T1573.001|T1685
S0449,Maze,"[Maze](https://attack.mitre.org/software/S0449) ransomware, previously known as ""ChaCha"", was discovered in May 2019. In addition to encrypting files on victim machines for impact, [Maze](https://attack.mitre.org/software/S0449) operators conduct information stealing campaigns prior to encryption and post the information online to extort affected companies.(Citation: FireEye Maze May 2020)(Citation: McAfee Maze March 2020)(Citation: Sophos Maze VM September 2020)",Maze,T1027|T1027.016|T1036.004|T1047|T1049|T1053.005|T1055.001|T1057|T1059.003|T1070|T1071.001|T1082|T1106|T1218.007|T1486|T1489|T1490|T1529|T1547.001|T1564.006|T1568|T1614.001|T1685
S0114,BOOTRASH,[BOOTRASH](https://attack.mitre.org/software/S0114) is a [Bootkit](https://attack.mitre.org/techniques/T1542/003) that targets Windows operating systems. It has been used by threat actors that target the financial sector.(Citation: Mandiant M Trends 2016)(Citation: FireEye Bootkits)(Citation: FireEye BOOTRASH SANS),BOOTRASH,T1542.003|T1564.005
S1230,HIUPAN,[HIUPAN](https://attack.mitre.org/software/S1230) (aka U2DiskWatch) is a is a worm that propagates through removable drives known to be leveraged by [Mustang Panda](https://attack.mitre.org/groups/G0129) and was first observed utilized in 2024. (Citation: 2025_IBM_PUBLOAD_TONESHELL_HIUPAN_CLAIMLOADER_MUSTANG PANDA)(Citation: Trend Micro MUSTANG PANDA PUBLOAD HIUPAN SEPTEMBER 2024),HIUPAN,T1057|T1091|T1112|T1120|T1204.002|T1547.001|T1564.001|T1574.001|T1678
S0126,ComRAT,"[ComRAT](https://attack.mitre.org/software/S0126) is a second stage implant suspected of being a descendant of [Agent.btz](https://attack.mitre.org/software/S0092) and used by [Turla](https://attack.mitre.org/groups/G0010). The first version of [ComRAT](https://attack.mitre.org/software/S0126) was identified in 2007, but the tool has undergone substantial development for many years since.(Citation: Symantec Waterbug)(Citation: NorthSec 2015 GData Uroburos Tools)(Citation: ESET ComRAT May 2020)",ComRAT,T1012|T1027|T1027.009|T1027.010|T1027.011|T1029|T1036.004|T1053.005|T1055.001|T1059.001|T1059.003|T1071.001|T1071.003|T1102.002|T1106|T1112|T1124|T1140|T1518|T1546.015|T1564.005|T1573.002
S0199,TURNEDUP,[TURNEDUP](https://attack.mitre.org/software/S0199) is a non-public backdoor. It has been dropped by [APT33](https://attack.mitre.org/groups/G0064)'s [StoneDrill](https://attack.mitre.org/software/S0380) malware. (Citation: FireEye APT33 Sept 2017) (Citation: FireEye APT33 Webinar Sept 2017),TURNEDUP,T1055.004|T1059.003|T1082|T1105|T1113|T1547.001
S0144,ChChes,[ChChes](https://attack.mitre.org/software/S0144) is a Trojan that appears to be used exclusively by [menuPass](https://attack.mitre.org/groups/G0045). It was used to target Japanese organizations in 2016. Its lack of persistence methods suggests it may be intended as a first-stage tool. (Citation: Palo Alto menuPass Feb 2017) (Citation: JPCERT ChChes Feb 2017) (Citation: PWC Cloud Hopper Technical Annex April 2017),ChChes|Scorpion|HAYMAKER,T1036.005|T1057|T1071.001|T1082|T1083|T1105|T1132.001|T1547.001|T1553.002|T1555.003|T1573.001|T1685
S0393,PowerStallion,"[PowerStallion](https://attack.mitre.org/software/S0393) is a lightweight [PowerShell](https://attack.mitre.org/techniques/T1059/001) backdoor used by [Turla](https://attack.mitre.org/groups/G0010), possibly as a recovery access tool to install other backdoors.(Citation: ESET Turla PowerShell May 2019)",PowerStallion,T1027|T1057|T1059.001|T1070.006|T1102.002
S1074,ANDROMEDA,"[ANDROMEDA](https://attack.mitre.org/software/S1074) is commodity malware that was widespread in the early 2010's and continues to be observed in infections across a wide variety of industries. During the 2022 [C0026](https://attack.mitre.org/campaigns/C0026) campaign, threat actors re-registered expired [ANDROMEDA](https://attack.mitre.org/software/S1074) C2 domains to spread malware to select targets in Ukraine.(Citation: Mandiant Suspected Turla Campaign February 2023)",ANDROMEDA,T1036.005|T1036.008|T1055|T1071.001|T1091|T1105|T1547.001
S1156,Manjusaka,"[Manjusaka](https://attack.mitre.org/software/S1156) is a Chinese-language intrusion framework, similar to [Sliver](https://attack.mitre.org/software/S0633) and [Cobalt Strike](https://attack.mitre.org/software/S0154), with an ELF binary written in GoLang as the controller for Windows and Linux implants written in Rust. First identified in 2022, [Manjusaka](https://attack.mitre.org/software/S1156) consists of multiple components, only one of which (a command and control module) is freely availab",Manjusaka,T1016|T1041|T1059.003|T1071.001|T1082|T1083|T1113|T1132.001|T1555|T1555.003
S1022,IceApple,"[IceApple](https://attack.mitre.org/software/S1022) is a modular Internet Information Services (IIS) post-exploitation framework, that has been used since at least 2021 against the technology, academic, and government sectors.(Citation: CrowdStrike IceApple May 2022)",IceApple,T1003.002|T1003.004|T1005|T1016|T1027.010|T1036.005|T1041|T1056.003|T1070.004|T1071.001|T1082|T1083|T1087.002|T1140|T1505.004|T1552.002|T1560.001|T1573.001|T1620
S9008,Shai-Hulud,"[Shai-Hulud](https://attack.mitre.org/software/S9008) is a supply chain worm, first reported in September 2025, that spreads through code repositories, including GitHub and NPM packages. It exploits CI/CD pipeline dependencies to propagate to victims and poisons the supply chain by publishing malicious packages. Once inside a victim environment, [Shai-Hulud](https://attack.mitre.org/software/S9008) steals credentials and access tokens from compromised repository accounts and exfiltrates them to ",Shai-Hulud,T1027|T1036.005|T1036.009|T1041|T1059.001|T1059.004|T1059.007|T1071.001|T1078.004|T1082|T1098|T1105|T1119|T1195.001|T1213.003|T1485|T1528|T1543.002|T1546.016|T1548.003|T1550.001|T1552.001|T1552.005|T1553|T1555.006|T1564.011|T1567.001|T1567.004|T1593.003|T1608.001|T1677|T1678|T1685
S0201,JPIN,[JPIN](https://attack.mitre.org/software/S0201) is a custom-built backdoor family used by [PLATINUM](https://attack.mitre.org/groups/G0068). Evidence suggests developers of [JPIN](https://attack.mitre.org/software/S0201) and [Dipsind](https://attack.mitre.org/software/S0200) code bases were related in some way. (Citation: Microsoft PLATINUM April 2016),JPIN,T1007|T1012|T1016|T1027|T1033|T1055|T1056.001|T1057|T1059.003|T1069.001|T1070.004|T1071.002|T1071.003|T1082|T1083|T1105|T1197|T1222.001|T1518.001|T1685
